"","CNSL_probe_0","CNSL_probe_1","CNSL_probe_2","CNSL_probe_3","CNSL_probe_4","CNSL_probe_5","CNSL_probe_6","CNSL_probe_7","CNSL_probe_8","CNSL_probe_9","CNSL_probe_10","CNSL_probe_11","CNSL_probe_12","CNSL_probe_13","CNSL_probe_14","CNSL_probe_15","CNSL_probe_16","CNSL_probe_17","CNSL_probe_18","CNSL_probe_19","CNSL_probe_20","CNSL_probe_21","CNSL_probe_22","CNSL_probe_23","CNSL_probe_24","CNSL_probe_25","CNSL_probe_26","CNSL_probe_27","CNSL_probe_28","CNSL_probe_29","CNSL_probe_30","CNSL_probe_31","CNSL_probe_32","CNSL_probe_33","CNSL_probe_34","CNSL_probe_35","CNSL_probe_36","CNSL_probe_37","CNSL_probe_38","CNSL_probe_39","CNSL_probe_40","CNSL_probe_41","CNSL_probe_42","CNSL_probe_43","CNSL_probe_44","CNSL_probe_45","CNSL_probe_46"
"6036",1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6037",1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6038",1.25,1.5,1.5,1.75,1.75,1.75,1.75,1.5,1.25,1,1.25,1.25,1.5,1.5,1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.25,1.25,1.5,1.25,1.25,1.25,1,1,1,1,1.25,1.25,1.5,1.5,1.25,1.25,1,1,1,1,1,1,1,1,1,1
"6039",2.75,2.75,2.25,2.25,2.5,2.25,2.75,2.75,2.75,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,2.75,2.5,2.25,2.25,2.5,2.75,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75
"6040",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"6041",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"6042",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"6043",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"6044",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6045",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2.25,2.5,2.75,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,2.75,2.5,2.25,2,2,1.75,1.75,1.75,1.75
"6046",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"6047",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"6048",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"6049",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"6050",1.75,1.75,1.5,1.5,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2
"6051",1.75,1.75,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.5
"6052",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.5,2.5,2.25,2.25,2,2.25
"6053",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6054",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"6055",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6056",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6057",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2,2,2,2.25,2.75,2.5,2.75,2.75,2.5,2.75,2.75,2.75,2.75,2.75,2.75,2.5,2.75,2.75,2.5,2.5,2.25,2,2,2.25,2,2,2
"6058",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"6059",3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5
"6060",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"6061",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6062",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.25,1.25,1.25,1.25,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1.25,1.25,1.25,1.25,1,1,1.25,1.25,1.25
"6063",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"6064",1.75,1.5,1.5,1.5,1.5,1.5,1.75,1.75,1.75,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,1.75,1.75,1.75,1.5,1.75,1.75,1.75,2,2,2,2,1.75,1.75,1.75,1.5,1.75,1.75,1.5,1.75,1.75,1.75
"6065",2.75,2.5,2.25,2.25,2,2.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.25,2,2,2,2,2.25,2.5,2.75,2.75,2.5,2.25,2.25,2.25,2.25,2.25,2,2.25,2.5,2.5,2.5,2.5,2.25,2.25,2.5,2.25,2.25,2.25,2.25,2.25,2.5,2.75
"6066",2.5,2.75,3,3,3,2.75,2.5,2.5,2.25,2.5,2.75,2.75,3,3,3,3,3,3,2.75,2.5,2.5,2.25,2.25,2.5,2.5,2.75,2.75,2.5,2.5,2.25,2.25,2.25,2,2,2,2,2.25,2.5,2.5,2.75,2.5,2.5,2.75,2.5,2.75,2.5,2.25
"6067",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"6068",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"6069",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6070",2,2,2.25,2.25,2.25,2.25,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2.25,2.5,2.5,2.75,2.75,2.5,2.5,2.25,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2.25,2.25,2.25,2.25,2,2,2
"6071",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6072",3,2.75,2.5,2.5,2.5,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,3,3,2.75,2.5,2.25,2.25
"6073",2.75,2.75,2.25,2.25,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"6074",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"6075",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"6076",2,2,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,1.75,1.5,1.5,1.5,1.75,1.75,1.75
"6077",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"6078",1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6079",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6080",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"6081",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.5,2.5,2.25
"6082",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6083",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.5,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1
"6084",2.75,2.75,2.25,2.25,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.25,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.25
"6085",2.25,2.25,2,2,2,2,2.5,2.5,2.75,3,2.75,2.5,2.25,2,2.25,2.25,2.25,2.25,2,2.25,2,2,2.25,2.25,2.5,2.75,2.5,2.25,2.5,2.5,2.75,2.75,2.75,2.5,2.5,2.5,2.25,2.5,2.25,2.5,2.5,2.25,2.5,2.5,2.75,2.75,2.5
"6086",1.5,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2,1.75,1.75,1.75,2,2,2,1.75,1.75,1.5,1.5,1.75,1.75,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"6087",2.5,2.5,2,2,2,2,2.25,2.25,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.5,2.5,2.5,2.25,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2.25
"6088",1.5,1.75,2.25,2,2,1.75,1.5,1.5,1.25,1.5,1.25,1.5,1.75,1.5,1.5,1.5,1.5,1.75,1.75,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.5,1.75,1.75,1.75,1.5,1.25,1.25,1.25,1.5,1.5,1.25,1.5,1.5,1.5,1.75,1.5,1.5,1.75,1.75,1.75
"6089",1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"6090",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2.25,2.5,2.75,3,3,3,3,3,2.75,2.5,2.25,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"6091",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"6092",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6093",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2,2,2
"6094",2,1.75,2,2,2,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"6095",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"6096",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3
"6097",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"6098",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"6099",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"6100",2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2
"6101",3,3,2.5,2.5,2.5,2.25,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"6102",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2.25,2.5,2.5,2.5
"6103",2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"6104",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"6105",3,2.75,2.5,2.5,2.5,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.25,2.25,2.5,2.5
"6106",2,1.75,1.5,1.5,1.5,1.75,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75
"6107",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"6108",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"6109",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,2.75,2.75,2.75
"6110",1,1.25,1.25,1.5,1.75,1.5,1.75,1.5,1.5,1.75,1.5,1.5,1.25,1.25,1.5,1.5,1.75,1.75,1.75,1.75,1.5,1.5,1.25,1.25,1.25,1,1,1.25,1.25,1.5,1.5,1.5,1.75,1.5,1.5,1.25,1,1.25,1.25,1.5,1.75,1.75,1.75,1.5,1.25,1.25,1.25
"6111",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6112",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2.25,2.25,2.25,2.5,2.25,2.25,2.25,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"6113",1,1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.25,1,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.25,1,1,1,1,1,1,1.25,1.25,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25
"6114",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5
"6115",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"6116",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"6117",1,1,1,1.25,1.25,1.5,1.5,1.25,1.25,1,1,1,1,1.25,1.5,1.5,1.5,1.25,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1.25,1.25,1.5,1.5,1.25,1.25,1,1,1,1,1,1,1,1,1,1.5,1.75,1.75,2
"6118",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"6119",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6120",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6121",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"6122",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"6123",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"6124",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"6125",2.25,2.25,2,2,2,2,2.25,2.25,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2.25,2.5,2.5,2.5,2.25,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"6126",1.75,1.75,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"6127",3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5
"6128",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"6129",1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,2,2,2.25,2.25
"6130",2,2,2,2,2,2.25,2.25,2,1.75,1.25,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.5,1.75,2,2.25,2,2.25,2.25,2
"6131",3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,2.75,2.75,2.75,2.75,3,3,3,3,3,2.75,2.75,2.75,2.75,3,2.75,2.25,1.75,1.25,1,1,1,1.5,2,2.5,3,3,3,3,2.75,2.75,2.75,2.75
"6132",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"6133",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"6134",1.5,1.5,1.25,1.25,1.5,1.5,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
"6135",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6136",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.5,1.5,1.5,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"6137",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6138",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"6139",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.5,2.5,2.5,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"6140",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"6141",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"6142",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6143",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2.25,2.5,2.5,2.5,2.5,2.25,2.25,2.25
"6144",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"6145",2.75,2.5,2.25,2.25,2.5,2.75,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,3,3,3,3,3,3,2.75,2.75,2.75,2.5,2.75,2.75,2.75,3,3,3,3,3,2.75
"6146",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,1.75,1.75,1.5,1.25,1.5,1.5
